content,at,userName,score,application
padahal data selesai semua masuk video terakhirproses verfikasi nya 60 terustiap buka aplikasi 60 terusentah malam entah pagi sama sajaeh tiba proses verfikasi nya ilangharus bikin dari awal bukan pesan notifikasi tetapi proses buat akun brimo,2022-10-30 18:33:01,Wiwit Restu,1,BRI
selalu gagal ambil rekam wajah padahal kamera bagus cahaya bagus sinyal super cepat di bilang ada koneksi udah coba berkalikali tetap aja gagal hadehh lain banyak keluh masalah harap segera tinjau,2022-10-29 10:54:36,Dsa Dsi,1,BRI
cukup bagus ada kurang menu aktivitas pilih tanggal tambah pilih tanggal bulan sendiri menu mutasi biar banyak scroll waktu mau cek transaksi di bilan2 lalu,2022-10-28 13:49:41,K!K!,4,BRI
sering error sudah log in keluar sendiri session habis masa baru bbrp detik masuk sesi nya habis bnr aja dong bilah aktifitas lgsg muncul nunggu stgh jam baru muncul bukti transfer nya sekarang 2 hari bisa transfer bisa buka mohon baik aplikasi nya,2022-10-28 07:10:38,Kinkin Pusparani,2,BRI
sinkron email padahal berkalikali ganti kode tetap tidak bisa makin sulit nasabah aja download brimo tahu keluar masuk uang eh nyata sulit email tidakdi balas baik,2022-10-28 05:07:42,Har Tatik,1,BRI
aplikasi erorbikin kesel emosi nasabah berkalidaftar pake poto ktp bisamasa potonya sempurna banget mlenceng dikit aja mautolong dong maklumin nama poto hp bisa sempurna kalo di sempurna mudah kasih bintang tujuh sekali,2022-10-27 15:37:42,Azzam Kusworo,1,BRI
lebih tingkat aman kmrn buat aplikasi duplikat modus gratis biaya transfer semapat isi data password pin untung langsung sy ganti password pin nya saldo sepat sy pindah kuras bank siang akun blokir coba masuk password yang gagal 3 kali,2022-10-26 19:19:13,Haris Zuhad,5,BRI
knp klu keluar mw masuk suruh periksa username atw passwordpadahal benarsekali buat lupa username atw password kendala cek sms nya tidakmasuk meski di kirim ulang terusselalu muncul sistem sedang terkendaladuh capek dehhhjadi gereget,2022-10-26 13:32:46,Nita Amoy,1,BRI
berkali2 coba tetap gagal dulu gagal rekam alas sinyal padahal sinyal 4g lte full sekarang pas masukin no rek malah muncul kode skiv berkali2 instal ulang update tetap muncul kode skiv masukin no rek apa mesti ngantri cs buat ngaktifin brimo nya,2022-10-26 09:50:51,Alpha Adi Wibowo,5,BRI
awal mau daftar sangat susah sekali bahkan berkalikali eror laku rekam video alhamdullillah akhir juga coba banyak sabar coba daftar ulang kali,2022-10-25 07:18:25,Shelly Fitriyani,4,BRI
parah mau buka rekening baru bank di arahin aplikasi dari aplikasi susah banget pusing gua jadi mau jadi nasabah mending bank aja lebih mudah ribet ngantri bukan mudah malah makin sulit hadeuuuuhhhhh,2022-10-24 14:57:39,Elburdah Channel,1,BRI
pas mau foto ktp mau verifikasi video sampai 2 jam lebih cuma upload ktp doang padahal sinyal wifi full ganti paket data full tetep tidak bisa bisa heraan,2022-10-23 13:29:12,aulia normasari,1,BRI
ke 2 x nya gua download apl initetep aja ngerepotin daptar nyayg pertama selalu koneksi gagal sekarang sekarang selalu valid padahal ud sesuai dg no rek nyaniat nya gampang transaksi mlh bikin ruwed daptar nya,2022-10-23 03:39:26,Kampret 69,1,BRI
kenapa aplikasi tiap masuk terang selalu unamepassword salah udah nyoba lupa password sukses biar login tp tetep gabisa msuk terang sama dibenerin dong jangan buat sulit nasabah kelas bank bumn tp layan aplikasi buruk bgt,2022-10-22 16:03:52,Andi Andol,1,BRI
ribet susah ambil video 20x gagal terus cahaya bagus sinyal kuat bukan mudah malah sangat sulit aplikasi bank sangat simpel mudah mohon maaf bintang cuma 1 harus layak dpt bintang,2022-10-22 10:42:05,Ade Rahmah,1,BRI
juga layan sedikit kendala sulit kita dapat jaring asa sulit buat transaksi moga depan sedia layan offline jadi cukup beri bintang empat dulu maju terus bri,2022-10-21 21:50:31,Deni Saputra,4,BRI
aplikasi sempat sangat susah mau login selalu bilang blokir arah klik lupa password telah ganti password tahan 3 hari kemudian bilang blokir sekarang aplikasi udah baik sesuai fungsi,2022-10-20 13:33:52,Gusti Ayunita Iskandar,4,BRI
kenapa sih aplikasi gagal trus pas rekam ngeselin banget udah uninstall pasang tetep gagal trusliat tutorial youtube malah adu nasib sama gagal trustolong dong minta bantu terima kasih moga respon,2022-10-20 11:52:11,Rani Rohimah,3,BRI
kecewa pikir aplikasi sedia mudah laku transaksi kece saldo rekening bri ini mah boroboro daftar di aplikasi berkalikali gagal terusmenerus alami error baik sistem kalau awal login sudah banyak kendala lantas apa kembang aplikasi,2022-10-20 11:50:15,rohaeni enhonk,1,BRI
verifikasi video gagal terus sesuai tiap mau bikin mbanking bank selalu disaranin langsung aplikasi aplikasi interface lumayan performa tidak siap gin segera baik untuk mampu aplikasi,2022-10-19 07:40:06,Tyana Putri,1,BRI
bantu sulit tuntun lebih praktis laku transaksi apa hpaplikasi kartu atm nyata nol besar kendalaerorgagal saya harus bolak balik 4x bank bank rakyat indonesia loh jangan cuman orang2 tinggi yang dapet akses mudah juga butuh,2022-10-18 02:36:26,Salman Alfarisyi,1,BRI
mohon maaf belum buat pihak aplikasi brimo sudah download aplikasi nya trs sudah masuk identitas benar tpi kok tidak mau sinkron ada tulis data belum sesuai dengan data gimana sih di baik pihak brimo nya terimakasih,2022-10-17 15:33:25,muhammad fitroh,1,BRI
padahal pasu data2 no hp email terdaftarpaket data internet baru isijaringan okmalah bisa masuk jugabukan mudah malah tambah syuliiitapk apa sih initambah riweuh,2022-10-17 13:36:22,Rony Gusman,1,BRI
rekam video selalu gagal alas jaring padahal jaring bagus udah kali tetep bisa bagaiamana sangat efisien,2022-10-16 09:55:25,Yulian Uwi,1,BRI
benar mudah sehwaktu transaksi perlu atmtp sygnya masuk selalu login trsga langsungudh bener user sama pssrwrdnya tp terang salhjd susah tlg lebih tingkat efektivitas,2022-10-16 09:53:46,Dewiq Agustiarsih,4,BRI
sekarang aplikasi brimo sedikit beda belum catat uang catat keluar yang otomat sistem catat pasu tulis manual moga baik tingkat lebih bagus terimakasih,2022-10-14 20:53:06,Hamizan Farabi,4,BRI
aplikasi brimo britolong aplikasi depan lebih baik lagiuntuk rekam ferifikasi sangat buat jengkelsudah berkalikali laku rekam malah kata ada koneksi internetberalih wifi sama sajadan ferifikasinya sering errorudah berkalikali aku instal unistal aplikanya sering errormakanya cuman kasih bintang 1 karena jengkel,2022-10-14 14:04:49,Vander Voc,1,BRI
selalu jaring lemah hendak verifikasi terakhirdan semua ulas ada banyak begitutolonglah jangan kalian jangan kecewa kamiterlebih sudah coba pakai paket data login nyata sama seperti guna jaring wifi khan bangkeh,2022-10-14 12:49:31,pengelana duniamaya,1,BRI
bagaimana cara foto ktp sekali klik jadi tombol kamera susah sekali sekali ngeblur di upload video selalu gagal tera terang verivikasi wajah gagal seperti aplikasi perlu baik lebih mudah verifikasi terima kasih,2022-10-14 12:34:56,Konveksi Bordir,1,BRI
aplikasi macam apa masih banyak bug bentar2 sistem sedang kendala tiba2 transaksi gagal mau transfer gabisa terang saldo cukup padahal jelas2 saldo,2022-10-14 08:56:17,Riad Surya,1,BRI
selalu masalah koneksi jaring verifikasi rekam wajah padahal jaring sinyal sini bagus bukan mudah malah sulit nasabah mohon baik boss,2022-10-14 06:38:56,Rizky Rohmatul,1,BRI
internet bagus koneksi bagus selalu gagal verifikasi proses rekam wajahentah apa merasukimujawabanya selalu sama ada koneksi internet bla bla blacape deh akhir cs bank baru,2022-10-13 10:51:26,rama alghazi,4,BRI
rating bintang 4nya dapat mana sihh siapa yang ngasih rating tinggi padahal aplikasi nge bug banget pas bagi kenal wajah sangat2 buat wajah pegal rekam wajah berkalikali baik yahh kalau udah baik baru balik ku coba cuihh,2022-10-13 10:31:50,Tri Sandi,1,BRI
baru update per hari 13 okt 22 aplikasi jadi makin lot trx transfer cukup sering gagal ada message maaf sedang jadi kendala sistem tolong baik tidak perlu terlalu banyak fitur penting aplikasi stabilthanks,2022-10-13 10:22:48,Hendro Heriyatmoko,3,BRI
tuju mbanking mudah bukan sulit mending fiturnya dibanyakin optimalin dulu fitur pentingpenting masa jumlah saldo sesuai penting banget loh apalagi kalau transfer gagal sering balik saldo kan kaya gin ngeharusin nasabah dateng bank letak mudah,2022-10-13 08:37:53,1B_54_Risa Irmawati,1,BRI
aplikasi guna sulit nasabah mentok rekam video verifikasi terang tidak ada koneksi internet padahal internet bagus bahkan dah coba oakai wifi datang bank dah 2x ttp tidak bantu parah,2022-10-12 15:51:13,Muhammad Muhyidin,1,BRI
selalu gagal kyc kode sir3 terus padahal sinyal lain2 bagus saat aplikasi nya sebal sulit guna brimo baik mudah pakai brimo,2022-10-12 15:46:51,Laptop Laptop,1,BRI
kalau yang transfer rekening di lihat ada data bukti tranfernya jadi tidak lihat pasu cuma bisa lihat keluar doang di baik data pasu min,2022-10-12 15:36:21,Trias Gypsum,2,BRI
sesi rekam selalu gagal hampir 10 kali suara sudah sangat jelas ulang tetap proses ekyc gagal bug apa gimana bukan mudah nama mohon baik di bantu,2022-10-12 10:18:54,Muhammad Syachrul Iriawan,1,BRI
sungguh mudah suruh daftar sendiri rumah nyoba beberapa minggu selalu gagal pas verifikasi video datang bri dekat 2x kata jaring eror di bantu buka rekening di cabang sunggung bagong,2022-10-11 12:49:47,Ira Ladiana,1,BRI
aplikasi paling buruk ada playstoresudah 3 minggu pas rekam wajah selalu notifnya ada koneksi internet mohon kalau mau buat aplikasi pake tim it handal selalu robot bls adu bla bla bla chat wa tpi wa tidakada solusi cuk,2022-10-11 10:31:54,Arie Jechoniah,1,BRI
tampil transaksi uang pasu keluar layar utama terlalu ganggu tampil utama itu terlalu penting baik proses bayar angsur cicil kadang selalu tulis server merespon saran saya bri lihat mbanking yang tampil elegan simple guna terima kasih,2022-10-11 09:59:24,usus buntuh,3,BRI
alam baca ulas nyata aplikasi memang bagus sulit guna verifikasi seperti app bank lain maaf hapus kasi bintang 1 belum layak benar bintang mudah2 depan lebih baik mudah transaksi digital,2022-10-11 04:47:53,I Nengah Dwipa Arta,1,BRI
kualitas aplikasi sungguh luar biasa bobrok kirim otp sms sangat lama kirim registrasi video gagal berkali2 daftar sering muncul notif koneksi internet masalah pdhal cepat internet sangat stabil banding registrasi akun blu milik bca 10 menit langsung beres brimo payah,2022-10-10 19:27:45,Seira Erika,1,BRI
servernya baik weekend susah banget transaksi aplikasi apa sh jelas banget hari bisa buka aplikasi buka mudah malah repot,2022-10-10 17:27:46,ghufron azizy,1,BRI
beberapa hari brimo masalah pas mau transfer selalu gagal kata jaring bagus mau top up selalu gagal kata nomor briva temu padahal beberapa yang lalu lelet kadang merespon aplikasi sedang baharu ada2 mau transfer top up jadi lancar,2022-10-10 16:29:29,Udoi Ratna,1,BRI
selalu errorbukannya mudah malah makin sulit aja pake inihampir hari gangguanlebih baik pakai kartu sj dulu kalo mo aplikasi bikin bener jangan sulit ada aja,2022-10-10 15:11:49,majes hetfield,1,BRI
aplikasi burik sekali sering ganggu butuh kali login alasanya sinyal hilang aku buka bca mobile btn mobile normal aja sekali masuk malah bs liat saldo loadingnya lama banget emosi mau make narik duit app bs masuk,2022-10-10 15:04:31,wahyu budiartha,1,BRI
susah betul malu2in dah atm bisa buka aplikasi error mulu koneksi putus mulu paket sinyal bagus sangat susah parah org kalo dah kebelet keburu keluar tu,2022-10-10 15:00:35,Adheliya Ashyifa nr,1,BRI
aplikasi sampah kalo bintang minus kasih binta 1000000 deh daftar ribet sering ganggu suka force close pokok banyak banget bug nya guna bet dah nih aplikasi not recomended the real sampah,2022-10-10 14:40:12,Sodrun Ngacengan,1,BRI
restart hp hapus cache internet stabil bahkan nonton youtube 720p buffering gilir login brimo selalu muncul pesan ada koneksi internet gin aplikasi bumn,2022-10-10 14:17:52,Bossas Toram,1,BRI
log in selalu bisa alas ada koneksi internet padahal koneksi internet lancar seringkali baik server sulit guna proses transaksi guna aplikasi brimo,2022-10-10 14:16:20,Nurin Budiati,1,BRI
sinyal internet bagus untuk transfer tiba tiba suka gagal internet transfer trnyta malah notif 2 kali jadi transfer 2 kali kalau pihak terima mau kembali uang kalau login aja sinyal full bisa bilang tidak ada internet baik,2022-10-10 14:10:19,Saras Yulistia,3,BRI
terlalu ganggu nya masalah koneksi padahal jelas sinyal penuh 4g lte tonton film waktu sama sangat lancar perlu banyak baik aplikasi sangat terlalu urgent sangat hambat,2022-10-10 14:08:11,Fansya Elfirantama,1,BRI
parah sistem terlalu sering banget jadi ganggu kendala sisitem paling kesel kalo butuh banget brimo malah sering jadi kendala sistem payah beda sama bank tolong baik sistem nya kelas bri sistem nya payah,2022-10-10 14:06:47,Taspen Blanksak,1,BRI
aplikasi sulit tau butuh duit malah maintence mulu gada sinyal jelas2 speed hampir 1mbps buat buka yutup lancar buka bcamandiri simpel cuma yang ruwet maintence muluga tambah bener malah tambah parah kaya makan gaji buta banyak minta tidak kerja,2022-10-10 14:01:24,MH. Tanaffasa,1,BRI
sering maintenance tetap ada perubahanpeningkatan aplikasi pakai aplikasi seperti yt instagram internet aman pas buka aplikasi brimo malah ada koneksi internet sekali masuk lot saldo baca bisa transaksi apa jadi lambat kerja,2022-10-10 13:46:29,doni ramdani,1,BRI
sering kali aplikasi troublediperingatan kata masalah jaring padahal pakai wifipakai kuota tetap sama mohon developer brimo aplikasi dimaksimalkansupaya guna brimo nyaman lancar transaksi terimakasih,2022-10-10 13:21:48,MingMing,3,BRI
aplikasi hari mau transaksi sangat sulit padahal hari saya baru update play store kenapa sih aplikasi sering update itu bukan mudah nasabah laku transaksi telah update malah jadi banyak kendala sistem ada koneksi padahal kuota saya masih baru isi,2022-10-10 13:05:33,Toko Online Trisejahtera (By SUSILIAWATI),2,BRI
mau login terang ada koneksi internet padahal sinyal internet full untuk aplikasi lain2 lancar2 saya fikir belum update aplikasi nyata diupdate sama mohon baik,2022-10-10 12:43:42,Dewi Kertimas,2,BRI
baik masalah brimo selalu bilang koneksi internet padahal jelasjelas pakai wifi 5g ganti koneksi data seluler sama mohon segera baik ada darurat butuh brimonya ini jadi kurang senang terimakasih,2022-10-10 12:40:40,Just For Fun,3,BRI
aplikasi susah guna waktu rekam video waktu pertama rekam video gagal lalu arah page belum lalu rekam gagal dan malah arah page kode otp bukan mudah nasabah malah sulit nasabah mohon depan baik fitur rekam video,2022-10-10 11:30:10,Mahsha Dessiam Adni,1,BRI
pie to kieaplikasi og bukanne mudah malah sulit nasabahvideo wajah hasil nya dah jernih kurang gimanasinyal pake cepat kurang gimanalha kok gagal trsgak kayak aplikasi belah lancar bukan sulit ini,2022-10-09 22:17:11,Chikit Saja,1,BRI
aplikasi nya bagus mudah transaksi sja beberapa menu fungsi menu briva cek transaksi doble rekening sama tidak bisa ada 1 transaksi aja,2022-10-09 20:28:00,putra bangsa,5,BRI
aplikasi harus d beri bintang 1 udah kali d coba selalu gagal upload video mana foto ktp foto wajah pokok ribet sekali tetangga belah ribet kok cukup data pribadi n data bank aplikasi udah d guna,2022-10-09 11:34:46,Mohamad Zulham,1,BRI
aplikasi sangat sedih mau buat akun sampai re install beberapa kali belum hasil suruh hubung wa jawab mesin jawab nyambung apa tanya terlalu canggih nya aplikasi cukup puas kuota hilang karena download daftar aplikasi,2022-10-09 07:11:57,tar yono,5,BRI
kali kali daftar tetep tidakbisa bolak balik macet rekam wajah dpt notifikasi jaring internet lemah laaahh padahal sinyal data bagus full pakai sinyal wifi bagus tetep bisa baik aplikasi nya,2022-10-08 21:36:28,Dwi Aris Irwanto,1,BRI
ga input top up e wallet server sering masalah ganggu buat developer kerja bener kalo gabisa coding mending resign gausah bikin aplikasi sering error,2022-10-08 18:14:17,Agung Wicaksono,1,BRI
aplikasi latih emosi kali kali udah rekam tetap sj bisa sdh sesuai tunjuk cahaya bagus hasil rekam kamera hp sangat jelas belakang cahaya gue mandi wangi tetep tolak ekekke pingin mudah malah jd sulit,2022-10-08 16:58:53,Johan Sanjaya Adia Putra,1,BRI
aplikasi server sdh normal nasabah harap stabil akses koneksi aplikasi brimo bisa terus tahan bahkan makin tingkat kami nasabah transaksi sewaktuwaktu kendala aksesibilitas terima kasih belum atas perhati,2022-10-08 16:45:43,Ivan Rio,5,BRI
update aplikasi playstore rekam video 8 detik nya bisa dong nah verifikasi data malah blg proses e kyc gagal silah registrasi ulang mau nya apa sih sulit hidup org aja bikin aplikasi setengah2,2022-10-08 16:20:07,Putri Indah,1,BRI
kendala pas rekam wajah selalu gagal kendalanyh masalah koneksi koneksi lancar kak wifi lancar pake koneksi data ajh lancar kalo buat akses internet kalo mas brimo knapa slalu koneksi di salah,2022-10-08 11:44:06,Onjoy P. A,1,BRI
mantab sangat bantu transaksi updatenya makin mudah mungkin saran transaksi tarik tunai maksimal tari buat 2500000 minimal 50000 jadi hampir sama pengunaanya sama kartu atm,2022-10-08 11:07:44,feri anto,5,BRI
waktu rekam data pribadi waktu unggah jadi koneksi sinyal padahal sudah coba pakai paket data ponsel itu cepat lebih 1 mbps ganti jaring wifi tetap,2022-10-08 09:24:50,052 muchamad shobich u,2,BRI
bukan nya mudah nasabah akses mbanking malah susah beberapa kali daftar selalu gagal rekam wajah guna jaring data beda jaring wifi sekalipun tetap selalu gagal kurang stabil gimana jaring data mohon tingkat untuk bug itu terimakasih,2022-10-08 09:03:32,Adung 17,1,BRI
aplikasi brimo sangat memuaskanhanya untuk layan dr cust servise sy sangat kecewakartu atm sy rusak bisa diperbaikitdk jelas alasanya kata rusa dr pusatsaat mau ganti kartu kosong sering itusangat kecewa,2022-10-08 08:17:29,mami azka,3,BRI
saya enggk input nomor rekening daftar akun brimo selalu transaksi gagal padahal jaring bagus muat ulang hp saya laku but sama enggk buat input datamengecewakan kalo begini,2022-10-07 21:27:14,Ria Mustika,4,BRI
selalu kendala rekam wajah ada jaring bagai terus padahal sinyal full lalu kalau begini terus gimana pakai banyak komplain tetap ada ubah sangat sangat kecewa,2022-10-07 20:25:30,ansya damanti,1,BRI
masak mau daftar susah banget awal video jaring tidakada padahal jaring lancar coba udate malah langkah masuk norek gagal padahal udate mending mbanking dulu pada susah banget daftar bukan mudah malah sulit nasabah,2022-10-07 12:49:47,Mitha Lusi,1,BRI
ganggu terus kecewa banget pernah transfer uda masukin pin malah keluar notif sedang jadi kendala sistem repeat transfer deh eh tau uda sukses gilir komplain debet kali bsa tindak lanjut padahal aplikasi ngeselin banget mostly ganggu awal bulan,2022-10-07 11:26:50,Aisyah,1,BRI
kali kali coba tahap 1 sd 3 hasil tahap akhir verifikasi rekam video suara lantang apa sinyal bagus tidak bisa pake wifi tidak bisa kayak ada masalah ni,2022-10-06 18:53:43,Deu Estamozt,3,BRI
selelu gagal upload vidio hampir puluh kali coba jaringn stabil begroud pas selalu muncul jaring stabil harap aplikasi d upgred krna sangat butuh nasabah bri kalau begini terus mungkin lebih baik keluar nasabah bri,2022-10-06 16:40:38,Ardimal coyy (ardi),1,BRI
susah rekam videodan minggu berulang2 laku verivikasi video ada hasil nhaada apa aplikasi inikenapa bukan mudah malah sulit sangat kecewa,2022-10-06 16:32:10,Ilhamrtnz,1,BRI
seperti aplikasi m banking lainnyayang terlalu ribetkoneksi buka aplikasi aja lancar sekalikenpa rekam wajah selalu stabilsudah konsul lewat whatsapp jawab memuaskantidak sesuai harap tentu,2022-10-06 12:00:46,Eric Oktavian,1,BRI
aplikasi jelas sangat sulit nasabah rekam bisa alasanya selalu koneksi jaring ada ganti wifi jaring seluler tetap bisa masuk akal ada koneksi jaring aplikasi sangat layak justru sulit nasabah,2022-10-06 10:43:25,Muhajrin Alfatanna,1,BRI
verifikasi wajah sangat susah ulang 20 kali gagal teruspenyesuaian frame sistem kamera balik seperti cermin sekarang coba selalu gagal verifikasi wajah ulang ulang gagal terusmari semua ramai ramai kasih bintang 1 aplikasi mutu banyak aplikasi uang yang sulit nasabah,2022-10-06 09:01:21,JAENURI UQIE,1,BRI
kalau siap seluruh aplikasinyamending jangan di play storetiap mau daftar brimo selalu gagal verifikasi mulujelek banget tiap mau rekam indentitas padahal sinyal bagus wifi sama datakecewamalu dong sama aplikasi bank belah banyak kendala kaya ginirespon cs jelek,2022-10-05 23:58:59,Asep doaibu,1,BRI
saat bisa beri 3 bintang dulu karna saat sedang butuh kadang aplikasi eror blokir lagi2 saya harus bank buat benerin iya deket saya jauh cabang trus biaya bulan tarip mahal beri ringan dong buat kalang bawah saya,2022-10-05 21:36:10,Euis Rahayu,3,BRI
hheee semua ulas ada sinisemua mengeluhkann saat rekam video 8 detik ada sinyal truspdhal sinyal bgus sudah salah bukan perangkat merekabostpi aplikasi ini macam mna ini coba aplikasi nya sempurna biar malu aplikasi belah,2022-10-05 20:36:39,Zenros Fad,2,BRI
aplikasi lumayan bagus fitur nya kurang banget contoh kayak tarik tura dengan nominal tentu bisa kurang nya situ saja turut 3 bintang dlu kalau ada vitur ambil nominal lain saya kasih bintang 5,2022-10-05 16:29:27,rosi junior,3,BRI
buka beberapa detik keluar brimo tanggap itu terus masukkk hadeuh sangat mengganggggggggu mana ada layan lapor nasabah pulaaaaak aplikasi guna blas kalah bca mobile,2022-10-05 15:31:19,Yoga Saputra,1,BRI
kamera jos bening koneksi lancar jaya mengapa aplikasi nyata tidak akses internet developer baik bugnya per 5 oktober 2022 ada bug transaksi invalid,2022-10-05 13:37:40,Emanuel Prihmardoyo,1,BRI
ya aplikasi baik saya mau daftar mbankingnya bisa terus udah berkalikali sistem masalah terus kirain jaring padahal buka lain lancarlancar aja udah update tetep sama,2022-10-05 13:05:41,wida amelia,2,BRI
maaf beri bintang 1 untuk regristrasi bukan mudah malah sulit sudah coba lebih 5 kali bisa meski data sudah benar tinggal ambil rekam yang sulit hasil akhir,2022-10-05 10:14:58,Jojon Valen,1,BRI
bubar aplikasi guna daftar aja bisa aplikasi bank belah mudah kalau bagus aplikasi kabarin mau daftar potong bank aja iya layan muas,2022-10-05 00:40:31,Zahrotin Nufus,1,BRI
udah minggu nyoba registrasi slalu gagal pas rekam wajah kata priksa koneksi internet padahal wifi 12mbps pakai data pribadi sama terus bagai mana cara ambil uang udah atm nya ada aplikasi sempurna udah suruh itu malah bikin darah tinggi,2022-10-04 13:10:19,TCM \ Shan's,1,BRI
kali sering loading lama salah internet padahal aplikasi guna data akses dg mudah bisa transaksi yang cepat mohon sempurna versi belum malah lebih lancar,2022-10-04 12:55:24,Ulah Tri Wibowo,1,BRI
amat susah daftar niat buat suatu aplikasi harus kendala customer mudah kan bukan bikin susah hrusnya teliti dulu sudah kantor cabang cs tidak bisa bantu,2022-10-04 12:25:46,Dhirgham Haidar irhab,1,BRI
daftar sulit selalu gagal koneksi datang cs 2x loh sama aja ada solusi udah update tetep sama bikin aplikasi kan tuju nya mudah nasabah lah malah bikin sulit nasabah hadeh,2022-10-04 00:08:30,Didik Agus,1,BRI
aplikasi sampah sebenernya tuju brimo apasih mempersukit nasabah apa sih udah coba berkali2 merakam wajah hasil bisa beda banget sama bank belah mudah gampang sulit,2022-10-03 18:31:42,Umank Thea,1,BRI
rekam wajah susah banget alas jaring bagus padahal jaring bagus udah coba uninstall install ulang tidak gimana siii padahal butuh bayar uang kuliah ribet banget sekarang habis diupdate malah gabisa masuk tahap rekam stuck masuk nomor rekening ribet banget,2022-10-03 18:10:43,Avrillia Putri,1,BRI
sangat buruk sekali bahkan daftar buat akun nggak masa notif nggk jaring internet padahal kuota full jaring bagus buka youtube kenceng bikin aplikasi harus mudah langgan bukan sulit langgan,2022-10-03 10:40:01,Icha COOK,1,BRI
aplikasi sering error malah bagus aplikasi bank belah tiap rekam wajah loading lama trus sinyal tiba2 ilang padahal koneksi buat aplikasi lancar mohon baik aplikasi bank negara banyak mau guna terimakasih,2022-10-03 10:24:59,Saiun Mustofa,1,BRI
baik menu lai saya klik menu lai banyak menu tidakkliatan langsung hilang gitu aja bagus aplikasi lamasemua menu kliatan menu kartu kredit pascabayar kliatan tpi aplikasi sekarang jlek semua menu transaksi hilang pk segera baik,2022-10-03 09:57:42,KADEK DIARTA,1,BRI
daftar brimo kaya daftar pinjol susah nya minta ampun rekam wajah lama 8 detik selalu gagal alas nya sinyal nya putus jelas sinyal bagus tempat terang muka pakai kecamattopi rambut tidak tutup wajah masih tetep tidak bisa,2022-10-02 21:34:34,Kana Triyatnalingga,1,BRI
sya pernah transfer via brimo saat klik keluar tampil gagal sya ulang beberapa kali tapi keluar tampil sama padahal uang kirim untung saldo sya tdak banyak klau tdak saldo sya potong ulang kali mohon brimo betulin kesalan2 sebut,2022-10-02 16:29:50,David DB,5,BRI
sejak 30 sept 2022 loginuser passw salahpadahal pernah digantikenapa ini coba opsi lupa usernametp data cocok coba opsi lupa passwordtp data tidak cocok error situ yang error briiii,2022-10-02 06:17:10,HO PE,1,BRI
orang butuh cepatsaya kira lewat brimo mempermudahrupanya mempersulitdaftarnya aja anehgagal mulu rekam wajah 8 detikdibilang hari 3 kaliaku dah cobak 5 hari bisa bisajaringan stabilkamera okepencahayaan imbang,2022-10-01 22:59:49,Penyok Nst,1,BRI
ada koneksi internet gimana pas rekam 8 detik selalu yang muncul padahal koneksi internet bgus pakai kuota wifi tanya via wa tapi sampe sekarang ada respon tolong jangan sulit nasabah,2022-10-01 20:44:20,Mardiono,1,BRI
kecewa aplikasi brimo kira mudah nyata beberapa kali login tetap bisa harus ulang mulai awal saya cust sangat kecewa maaf mohin baik nyaman sama terimakasih,2022-10-01 18:12:02,Pradya Wati,1,BRI
rekam vidio bisaselalu gagal jaringanpadahal sinyal kuat alhamdulillah kmren bisatapi sekarang coba terus terimakasih bnyaksaya tambahin bintang,2022-10-01 12:21:56,billhuda cfc,5,BRI
sangat jelek 2 hari sejak download selalu telah rekam video gagal selalu kendala internet padahal internet sangat bagus gonta ganti pake wifi maupun paket data sendiri tetap sama,2022-10-01 09:34:43,Mega Laksita,1,BRI
makin kesini aplikasi makin atur kemarin sampe sekarang saya mau transaksi malah baca terlalu banyak transaksi limit hari terus seperti saya transaksi apa transaksi aja bisa tingkat kerja aplikasi nya ada brimo kan harus mudah malah balik,2022-10-01 09:29:50,Dika Saputra,2,BRI
ga 1 ktp susah foto lolos no1 2 gagal input no rekening lolos no 2 3 gagal scan wajah 8 detik mentok sini gabisa lolos habis update makin parah kalau bikin aplikasi emang nya di cek dulu di qc dulu gimana,2022-09-30 23:39:17,Dena Masyuda,1,BRI
ulang hampir puluh kali transfer sangat penting puluh kali ulang ada ubah tetap bisa transfer bilang kendala jaring jaring sini bagus sangat kecewa sekali,2022-09-30 22:23:53,Bagas Pangestu,1,BRI
aplikasi busukkkkk loading sering ganggu kaya bca kalo ganggu pemberitahuan belum bri buruk sekali aplikasi mobile banking paling busuk banding bank2 nyaaa brimo maupun ceria sama aja sering trouble busuuukk pokoknyaaa aplikasi siap pakai,2022-09-30 21:57:54,Andriansah,1,BRI
sistem aman sangat lemah kalau bisa buat aplikasi jangan maksa beda banget sama sebelah2 dikit2 jebol dikit2 maintenance payah kalau bukan gaji di bank sudah uninstall awal aplikasi ada effortnya sama sekali service excelent apa gin,2022-09-30 21:35:03,Brian 48,1,BRI
kait jaring aplikasi diupdate jadi susah login loading lama selalu gagal masuk kalo memang masuk banyak loading mungkin lama padahal jaring internet bagus sudah coba pakai beberapa jaring wifi,2022-09-30 21:25:51,Gilang Rangga,1,BRI
dong soal jaring aplikasi baik bank bumn juta rakyatlo kok aplikasi lot sinyal mudah hilang padahal pakai wifi kalau lot pindah data kalau siap jangan diluncurin aja,2022-09-30 21:22:23,hiwanda diqya k,1,BRI
tuju benar brimo apa sihbikin emosimau transaksi selalu koneksi jaring tersediapadahal buka aplikasi lai lancar jaya contoh noohhh punya bank sebelahbener bener mudah penggunalha mudah sih mudah mudah naik darah,2022-09-30 20:56:03,Qinoqin,1,BRI
