at,userName,content,score,application
2022-09-28 09:18:51,DANDI SAPUTRA,yang sering gagal saat perekaman wajahsilahkan dicoba cara inisaya awalnya juga gagaltapi saya coba dihari berikutnyadengan syarat kamera hp kita harus jernihsinyal stabildan usahakan background cari dinding putih poloslalu usahakan yang masuk dilingkaran dari mulai jidat sampau dagu kitajangan goyang goyang hp nya jdi posisi kamera harus fokus sambil kita bicara sesuai tulisan yg muncul dilayarmaka tidak akan terjadi eror ekycitu saran saya akhirnya sekarang bisa,5,BRI
2022-09-28 08:43:16,Efal Restu,mau daftar brimo aja ribet masa bagian registrasi perekam video gagal terus saya sudah pakai wifi dan data seluler selalu gagal dan tertulis koneksi internet gak ada lah padahal kouta dan wifi saya lancar saja,1,BRI
2022-09-28 08:25:28,Guruh Haryono,aplikasi yang sangat super super sulit dan banyak eror sikv tambah sism seharusnya aplikasi bank bumn itu harus lebih baik kalau aplikasi nya saja sering eror apalagi yang lain sudah datang ke kantor cabang pun masih sama solusi yang di emailkan maupun dibalas dipostingan sama sekali tidak membantu hanya bolak balik memberikan saran yang tidak ada solusinya,1,BRI
2022-09-28 00:50:05,mandala putra,aplikasi tidak berguna harap yg mau install aplikasi ini jangan di install karena aplikasi ini tidak beeguna sama sekalisaya sudah mencoba membuat akun brimo pada saat rekaman wajah 8 detik selalu gagal saya sudah mencoba berkali kali tetap gagalselalu muncul tidak ada koneksi internetpadahal jaringan saya full dan sangat bagusshal tersebut sangat tidak masuk akalmohon kalau mau banyak yg installmenggunakan aplikasi ini harap segera diperbaiki maslah ini,1,BRI
2022-09-27 20:06:53,leo candra,aplikasi ngak jelas upload video verifikasi wajah 8 detik saja tidak bisa alasan tidak ada jaringan internetpadahal jaringan sangat bagus untuk download video yg ukurannya 2gb aj mampu hanya untuk upload video 8 detik tidak mampu alasan tidak ada jaringan internet kalau ngak bisa menciptakan aplikasi yang berkualitas ngak usah soksok an mau pke sistem digital gitu bikin emosi udh coba berhari hari tetap ngak bisa upload itu video,1,BRI
2022-09-27 19:34:51,irwanto fasarella,kepada admin yth saya sudah beberapa kali mngkin sdah 44 x mencoba perekeman wajah registrasi brimo selalu saja tidak bisa dan muncul gagal koneksi padahal saya make jaringan wifi dan lan kurang cepat apalagi jaringan nya mohon solusinya,1,BRI
2022-09-27 17:49:31,Leni Wulandari,tetap sama sudah 2 bulan coba daftar brimo selalu gagal dalam pengambilan video bener aplikasi yg jelek tidak ada perubahan sama sekali tolong dong pihak bri di perbaiki lagi aplikasi nya saya lihat juga banyak pengguna lain mengeluh pada saat pengambilan video selalu gagal,1,BRI
2022-09-27 17:00:35,Indrayanti Ningsih,dengan adanya bromo mempermudah transaksi online proses cepat usul saya untuk login harus 2 kali lock agar lebih aman jangan hanya sensor sidik jari langsung terlihat saldo dsb seperti aplikasi mbanking lain8yg pakai kunci masuk apl dan pin untuk transaksiagar lebih aman,5,BRI
2022-09-27 16:47:51,fairuz gnz234,mau daftar brimo rekening sudah dorman 3 tahun kemudian 3 hari lalu sudah diaktifkan malah malah selalu gagal dengan tulisan nomor rekening tidak sesuai ssix hadewwwh posing 7 keliling aplikasinya gak bonafid banyak bug nya,1,BRI
2022-09-27 10:49:31,Marvika Nurhasana Elisanty,sdh berulang kali mengisi data dgn benar swafoto sesuai arahan sdh sampai tahap perekaman wajah 8 detik malah tdk bisa tdk ada jaringan padahal di kantor saya kuat jaringannya dtg ke bank bri cabang terdekat malah tdk di respon alasan jaringan jelek dll padahal blm di coba layanan sangat buruk sekali mohon di perbaiki semua dan untuk aplikasinya jgn membuat org susah living mandiri aja sekali daftar udah bisa ini yg bri udah mau seminggu tdk bisa,1,BRI
2022-09-27 06:44:07,Halim Saputro,saya sudah coba daftar seminggu ini kualitas data dan kamera bagus sudah sangat sesuai mengikuti anjuran cara perekaman 8 detik tapi hasilnya sama saja bahkan ketika saya di bantu langsung dengan pihak bank hasilnya sama tetap gagal jadi masalahnya dimana bingung,1,BRI
2022-09-27 03:22:38,Uus Khasanah,sangat jelek aplikasi ini tidak bisa verivikasi data pertama bisa sampai akhir habis itu gagal sampai sekarang mau masukin data ktp gagal terus udh puluhan kali udh pakai wifi rumah data bahkan sampai pindah tempat semarang jarkarta di apartemen juga sama aja padahal kalau di logika wifi apartemen itu bagus gaada masalah sinyal pasti aplikasinya yg bermasalah ayo dong lolosin biar bisa login,1,BRI
2022-09-26 23:13:44,Yit Eno,aplikasinya bukannya gampang tapi ini malah susah untuk pengambilan foto ktp susah banget di klik khususnya untuk perkaman vidio 8 detik susahnya luarbiasa gagal gagal gagal terus masak harus bolak balik ke kantor cabang bri malah lebih repot,1,BRI
2022-09-26 23:12:57,Tn Muda Andalas (Zein),masa iya penggunaan kata ejaan selau salah pada waktu ketik nama seharusnya penggunaan kata titik harus valid jika itu nonvalid sudah pasti kita harus merubah semua data kita daro ktp ijazah dll kan tidak mungkin aplikasi sangat jelek,1,BRI
2022-09-26 19:55:59,Nur Hafi Alfi Alfarisi,selalu bermasalah di rekaman video kesalahan sir2 dan sir3 terlalu berteletele hanya untuk membuat mbanking tolong segera di perbaiki lebih baik tidak perlu menggunakan rekam video kalo selalu bermasalah,1,BRI
2022-09-26 17:33:02,Dayat Ade,kepada admin yang terhormat saya mau tanya aplikasi brimo ini sebenarnya bisa di akses tidaksudah 30 kali saya coba daftar tapi selalu gagal koneksi saat rekam video mau dikirimkan saya tidak paham padahal saya sudah lakuin sesuai perintahwaktu ngerekam cahaya normalkoneksi normal tapi selalu gagal pas mau di kirim ingat bukan saya saja yang seperti itu lihat komen2 kasih solusi yang sekiranya bisa daftar ke brimo dengan mudah atau ganti saja ngeram video itu dengan yang lebih mudah,2,BRI
2022-09-26 13:41:44,DHANY OK,susah sekali untuk verifikasi wajahh bertulisan tidak ada jaringan internet padahal saya sudah memakai jaringan wifi yang jelas sudah stabil mohon tolong perbaiki yang seperti ini sistem online untuk mempermudah pelayanan bukan untuk mempersulit terimakasih,1,BRI
2022-09-26 10:09:07,Candra Puspita Purnaningsih,pelayanan nya buruk sekali saya buka rekening di pusat stok kartu atm nya habis sudah dua kali kesana stok nya belum ada disuruh registrasi mbangking nya sendiri lagi sudah beberapa kali tidakk bisa setiap perekaman 8 detik kendala sinyal padahal sinyal sudah bagus,1,BRI
2022-09-26 09:27:11,Nora Adiyanti,saya selalu mengalami kegagalan saat mengupload data terutama pada saat verifikasi data video 8 detik tersebut padahal kekuatan jarigan cukup bagus hasil video pun cukup bagus apakah merk dan tipe hp juga berpengaruh,1,BRI
2022-09-26 07:48:14,Sinta dewi fauziah,gak bisa verifikasi wajah yg rekam 8 detik ituuu udh coba berkali2 ttp gak bisa pdhl sinyal full bagus coba pake wifi jg ttp gak bisa udh males duluan deh,1,BRI
2022-09-25 20:00:20,Pada' Pada'O,saya registrasi vidio susah sekali berkali kali tetap gagal terlalu ruwet registrasi ruwet bukannya mempermudah jadi ruwet saya sudah kontak no wa yg tertera tetap saja tidak dapat solusi ruwet ruwet ngerti ruwet bos apk gak jelas,1,BRI
2022-09-25 10:07:12,dayat wani,ribet sulit perekaman 8 detik berkali kali dicoba gagal jaringan intermet katanya tdk ada batal gunakan aplikasi ini bukannya mempermudah malah mempersulit,1,BRI
2022-09-25 09:04:57,Ida Bagus Putu Raka Sujana,mohon untuk pengembangan aplikasi brimo ini diharapkan di scan wajah di update lagi supaya tidak gagal karena koneksi padahal koneksi udah kenceng sinyal di hp saya sudah 5g dan tetap juga gagal di scan wajah 8 detik sampai sekarang belum bisa login juga pihak pengembangan app ini harus di update kalau terjadi bug dan masalah terhadap app brimo ini,1,BRI
2022-09-25 06:42:41,Nur Abidin,gagal terus daftar gagalnya selalu di swafoto mau pakai hp apapun sinyal apapun ttp tdk bisa sudah komplain via email tdk ada solusi useless akhirnya langsung ke cs dan bisa,4,BRI
2022-09-24 22:17:32,Prans Pranstyan,memang susah regristrasi apalagi pas perekaman video 8 detik yg koneksi internet tidak ada katanya padahal full jaringan signalny kuota buanyak ada apa dengan aplikasi ini yaaa mengecewakan,1,BRI
2022-09-24 21:55:56,Dian Nur M,aplikasi jelek sinyal bagus hp suport video suara jernih tp saat perekaman video selalu gagal proses kyc di email berhasil tp d aplikasi selalu zonk tahap rekam video berulang kali gagal terus sangat menyusahkan saja di tambah sekarang simpedes tdk ada kartu atm nya,1,BRI
2022-09-24 13:34:27,Riau Ponsel,saya mau daftar brimo tapi nyangkut di perekaman katanya masalah koneksi internet padahal 4g ketika konsultasi dengan cs sabrina juga tidak membantu tolonglah diperbaiki sistem nya mana uda ga pake kartu kredit lagi tapi brimo nya sendiri nge bug kacau,1,BRI
2022-09-24 09:23:48,Diding A Abang,kurang bagus kendala kesulitan di register verifikasi wajah saya coba lebih dari 10 kali pake kata atau tanpa kada padahal rekaman sudah bagus di tambah notif tidak ada koneksi internet padahal pake jaringan wifi data juga bagus 4g,1,BRI
2022-09-24 08:32:59,amir udin,penggunaan brimo untuk tarik tunai atm bukan memudahkan tapi malah bikin susah banyak kendala apalagi di tempat saya yang bukan kota besar kendala susah sinyal belum lagi harus punya kuotagmna kl urgen trus pas kuota habis kecuali kl brimo penggunaanya bebas kuota its ok bagaimanapun jga kartu atm fisik lbh mudah penggunaanya khusus nya di daerah yang blm ter cover sinyal provider dengan baik saran untuk d daerh jngan di batasi untuk cetak kartu atm yang d batasi d lokasi2 kota besar,1,BRI
2022-09-24 06:55:26,Asyer YM,perekaman video 8 detik tidak bergunatidak berfungsiselalu memutuskan koneksi internetjangan cuma mengambil kuotanya aja dan mempersulit dari 26 kali rekam tak ada satupun yg berhasil koneksi lancar sungguh tidak berguna,1,BRI
2022-09-24 05:47:45,Suud Muchtar,kecewa bgt krn selalu sulit daftar brimo nya isi data setelah msukin nomor rekening berulangulang transaksi gagalkode skiv padahal sudah bener ngikuti instruksi nya dan data juga sudah benar semua uda kartu fisik nya habis ya klo suruh daftar aplikasi ini dipermudah gitu gamasalah tp nyatanya ribet banget trima kasih,1,BRI
2022-09-24 05:29:16,diah ristiana,aplikasinya bagus tapi sayang prosesnya sangat ribet dan selalu gagal saat registrasi sudah lebih dr 10x gagal perekaman wajah gagal upload no rek kode sikv tolong bisa lebih dipermudah dan diperbaiki lg kualitas layanannya,1,BRI
2022-09-23 22:57:53,Fitri Utami,kenapa susah sekali saat perekaman wajah dicoba berkali tetap tidak bisa saat perekaman koneksi tidak stabil padahal pake kuota sinyal full pake wifi juga tetap tidak bisa tolong ini diperbaiki bukannya mempermudah malah mempersulit,1,BRI
2022-09-23 20:55:03,Machfurro Zikin,aplikasi ribet ruwet daftar sampai 100x tidak bisa masukmasuk langsung datang ke bank malah sok kentus stpm tlrnya tidak ramah sama sekali akhirnya masih tetap disuruh pakai aplikasi brimo padahal sudah nyata tidak bisa daftar ke aplikasi brimo tlr stpm nya tidak bisa memberikan solusi a n e h tidak seperti bank2 yg lainnya yg selalu mengutamakan pelayanan servis ke kustomernya,1,BRI
2022-09-23 20:02:00,teguh kurniawan,sudah berkalikali kesulitan dalam perekaman video 8 detik padahal internet wifi lancar sudah dicoba pagi siang sore malam tetap tidak bisa padahal kami membutuhkan aplikasi ini untuk mempermudah tetapi untuk pendaftaran aja dipersulit ditambah lagi sudah mengutarakan keluh kesah ke teller malah tidak ada yg bisa diperbuat ditambah lagi untuk kartu atm kehabisan untuk nasabah baru sampai batas waktu yang tidak bisa ditentukan mohon untuk perbaikan sistem brimo ini,1,BRI
2022-09-23 18:00:57,Iyoy Menmen,aplikasi sampah begitu ribetnya cuma mau buat akun saja rekaman berkali kali tidak pernah berhasil jaringan bagus rekaman bagus masih saja gagal kalau tidak bisa buat aplikasi ga usah buatbukannya memudahkan malah mempersulit,1,BRI
2022-09-23 14:19:06,Khofifah indah sari siregar,parah nih aplikasi mempersulit pengguna tidak sama sekali mempermudah mau masuk apkikasi pada saat perekaman vidio 8 detik berkali gabisa tertulis periksa kembali koneksi padahal saya menggunakan wifi di rumah yang jelas sinyal kuat tolong perhatikan dan perbaiki,1,BRI
2022-09-23 14:09:33,Dimas Eka Mahardika,aplikasinya sangat mempermudah bagi saya pribadi untuk segala transaksi silahkan di buktikan sendiri dan saran kedepanya semoga di tambahkan lagi terkait segala pembayarantransaksi agar sbg nasabah bisa lebih menikmati layanan dgn simple dan mudah,5,BRI
2022-09-23 11:48:47,Jhon Gaming,dengan aplikasi ini saya bisa merasakan apa arti memperibet diri saya pergi ke bang untuk buka tabungan tapibtetap d arahkan untuk memggunakan aplikasi ini dan beberapakali mencoba saya tetap gagal mendaftar akhirnya saya tidak jadi nabung kalo ada cara susah kenapa milih yang mudah,1,BRI
2022-09-23 10:43:34,Aron Nur Mapparenta,sudah 3 hari diulang dalam dan luar ruangan rekam video dengan suara lantang selalu dengan masalah yg sama jaringan ditempatku bagus bos dan wifi nya juga kencang kalau ada kendala selalu disuruh hubungi nomor wa email dan itu juga tidak memberi solusi aplikasinya ga bisa diandalkan menyusahkan saja lihat aplikasi tetangga noh living mudah dan sangat bagus,1,BRI
2022-09-23 10:34:23,Erik Agustin,baru di langkah pengisian data kontak pengisian sudah sangat benar dan telah terdaftar di bri tetapi malah gagal dan terdapat notifikasi mohon maaf pengecekan data kontak anda belum sesuai silakan coba lagi besok tolong untuk developer perbaiki dengan mudah disetiap pembuatan akun brimo bukan malah dipersulit sangat buruk sekali pelayanannya baru pengisian data kontak saja sudah mengalami kendala apalagi jika dibagian perekaman wajah 8 detik tolong di perbaiki sistem nya lebih baik,1,BRI
2022-09-23 10:18:42,Lylaaa Nsul,selalu kesulitan perekaman wajah 8 detiksudah seminggu tapi tetap tidak bisa keterangannya tidak ada jaringan atau koneksipadahal jaringan wifi dan seluler di daerah saya bagusmohon bantuan dan arahannya semoga bisa di perbaiki lagi cara kerja aplikasinyaterima kasih,1,BRI
2022-09-23 09:23:08,Me linda,gak bisa bisasetiap perekaman video selalu gagalberhari hari dicoba sampai berulang kali uninstalselalu gagal di bag ke 3 perekaman warningnya koneksi jaringan lemahpadahal signal wifi kenceng n paket data masih buanyak sebegitu susahnya daftar banking mohon diperbaiki aplikasinya,1,BRI
2022-09-23 09:20:19,Kus Narto,duuhhjelek banget si aplikasinyamasa setiap mau di pake password selalu salahudah gitu ribet saat reset passwordnyatolonglah perbaiki lagisaya pikir layanan ny udah di perbaikimasih aja kesulitan saat masukpadahal user name sm password nya bener tp kok di keterangannya salah trus lama2 pindah ke bank lain aja,1,BRI
2022-09-22 23:40:21,Roni Rahman,mohon aplikasi harap di perbaiki masuk pembuatan video sudah susah setalah masuk ke tahap selanjut nya sudah foto ktp dan tanda tangan pengaturan malah kembali ke pembuatan video 8detik lagisedang kan jaringan wifi bagus gimana ini,1,BRI
2022-09-22 22:02:17,Samsul,selalu gagal di upload rekam video sdh sering kali coba ulang tetap gagal dan sdh pake wifi dan data seluler tetap tidak bisa padahal kmrin sy coba mobile banking bank lain sangat mudah lancar tanpa kendala berarti bukan hp dan jaringannya bermasalah tpi dari apk brimonya,1,BRI
2022-09-22 17:08:49,Andri Irawan,sering terblokir sendiri padahal sering login gak pernah salah password ataupun pin giliran mau dibuka di bagian lupa password pas masukin no kartu user id email semuanya dah benar tapi tetep gk bisa katanya harap masukan data dengan benar gini amat,1,BRI
2022-09-22 15:11:30,REDI WISMA DANDI,sudah 3 hari berturutturut tetap aja gak bisa lolos perekaman video wajah padahal sudah sesuai arahan dan jaringan wifi juga stabil di privyid juga sudah berhasil tapi kenapa di aplikasi ini selalu gak lolos dan akhirakhir ini juga banyak keluhan yang sama tidak bisa lolos perekaman video wajah tolong segera di perbaiki gimana nasabah mau percaya kalau seperti ini soalnya aplikasi buat daftar aja banyak bug seperti ini kalau memang aplikasi ini belum siap jangan di paksakan dulu,1,BRI
2022-09-22 13:41:45,Wuri Rahmawati,mohon maaf saya sudah mengikuti semua arahan dengan benar tetapi ketika perekaman wajah registrasi brimo selalu saja tidak bisa pasti yang muncul koneksi jaringan buruk silahkan coba lagi nanti padahal sudah berkali kali saya coba sampai beli kuota baru tapi tetap saja tidak bisa,1,BRI
2022-09-22 11:04:55,Gibran Al Hasan,sudah berhasil buka rekening tapi atm tidak bisa di cetak sudah 5 bulan tidak ada pencetakan kartu atm sedangkan kondisi saya saat ini sangat butuh kartu atm kecewa terlebih aplikasi buffering jaringan wifi bagus tetep aja muncul tidak ada koneksi aneh,1,BRI
2022-09-22 09:18:26,Dian Persada,seribet itu menginstal aplikasi ini untuk pverifikasi diri lewat video sudah puluhan kali tetap tidak mau dan kembali ke laman kode verifikasi yg dikirimkan setelah dimasukkan muncul kode sims dan tidak ada pengiriman email ulang jika tidak sempurna apk ini kenapa direkomendasikan kepada nasabah,1,BRI
2022-09-22 08:08:20,yogi selputra,aplikasi apaaannnnn nihhh sudah 4 hari saya melakukan rekaman swafoto tetap aja nggak masuk masuk jauh berbeda bangat dengan aplikasi banking yang lain bukannya saya ingin membanding bandingkan tapi inilah kenyataan yang ada kadang sudah saya coba dengan handphon yang lain jangankan sampai rekaman swafoto ambil gambar ktp aja nggak bisa masuk masuk haduhhhhh capek deh,1,BRI
2022-09-22 06:40:01,Feryanto Sunarli,aplikasi jelek daftar akun gak pernah berhasil sudah 4x selalu terhenti diproses ke 3 dari 4 langkah yaitu verifikasi upload video pedahal selangkah lagi hanya ada email dari privyid tapi itu juga gak berguna karena proses tetap aja harus mengulang dari awal payah payah tim it nya kelas teri,1,BRI
2022-09-22 02:25:55,Wandih Hermawan,perifikasi wajah vidio 8 detik nya selalu gagal dengan alasan sinyal saya sudah pake wifi data tetep ga bisa padahal sinyal full sudah coba berkali kali tetep hasil nya sama hanya buang buang waktu,1,BRI
2022-09-21 23:55:20,nayra nay,ini kenapa selalu gagal pada saat perekaman wajah 8 detik sudah berkali kali mencoba tetap saja selalu gagal di bilang tidak ada koneksi kalau sudah begitu pasti aplikasinya langsung error kalo mau uoang lagi terpaksa harus hapus data dulu baru bisa daftar lagi tolong solusinya,2,BRI
2022-09-21 19:27:44,Fagun Kahud,aplikasi ini kayak ga ada faedahnyasetiap kali mendaftar akun selalu saja gagal di bagian rekam video 8 detikdan disalahkan jaringan internetpadahal jaringan internet sangat bagus dan ngebut coba deh pengelola aplikasirespon aplikasinya ditingkatkan lagiini aplikasi milik bumn lhomasa kalah sama aplikasi non bumn,1,BRI
2022-09-21 16:07:53,Ade Sumarno,aplikasi lumayan bagus tapi transaksi ga bisa di print ke printer blututtolong di tambah pitur cetak ya biar lebih nyaman kalo ada bukti fisik berupa struk hasil printuntuk yg agak susah aktivasi brimo sebaik y menghubungi unit bri terdekat pasti di bantu koagar ga gagal melulu,2,BRI
2022-09-21 14:09:50,Yati Puspita Dewi,ga bisa saat rekaman video stak sampe situ aja padahal udah ada email berhasil ga masuk ke slide 4 coba deh cari it yg emang bagus buat bikin programnya untuk mempermudah setiap cust bri bikin brimo kl kaya gini bener2 menghambat bgt udah instal dan uninstal berkali kali tiap hari tetep aja g bisa,1,BRI
2022-09-21 11:51:30,Buha Hutabalian,aplikasi ini sangat menjengkelkan benarbenar parah saya mau reset pasword sampai saat ini belum berhasil hampir satu bulan lamanya saya mencoba melakukan reset pasword ternyata sangat sulit alasannya macammacam kesalahan kode capcha data salah stok token habis jaringan eror dlsb benarbenar membuat kesal aplikasi ini sangat mengecewakan tolong dibenahilah,1,BRI
2022-09-21 11:16:12,Windya Gita Lestari,udah berapa kali instal uninstal grgr daftar nya super ribet banget tahap awal masih bisa tapi setelah record 8 detik selalu gagal terus chat wa balesannya ya sesuai template aja gak membantu sama sekali perasaan punya mbanking gak segitu ribetnya buat login tolong lah diperbaiki lagi ini mobile banking paling ribet sih gila,1,BRI
2022-09-21 10:39:36,teguh boys,udah 3 hari daftar brimo selalu jaringan internet tidak ada di perekaman vidio 8 detik padahal udah jaringan bagus vidio bagus suara udah keras tetapi tetap masih begitu tolonglah pihak bri bisa gak perbaiki aplikasinya kalau gak gak usah buat aplikasi mobile kalau kayak begini,1,BRI
2022-09-21 10:11:20,Yakuza Aza,aplikasi tololtidak gunalebih baik hapus kalau tdk bisa d pake perusahaan sebesar inipunya aplikasi bodoh kayak bgnisudah saya coba sampe puluhan kali tetap tdk bisatidak jelas setiap perekaman 8 detik mau di upload selalu gagalmalah di bilang koneksi internet tidak adapadahal jaringan saya tembus sampai 22mbs,1,BRI
2022-09-21 09:10:37,ZERWEN,susah kali mau daftar brimo e kyc sdh proses rekam video 8 detik selalu gagal saya uninstall terus install ulang pada tahap masukkan kode dari email eh ada info pop up nya terjadi kesalahan sistem bagaimana sih aplikasi brimo ini perbaikilah sistemnya,1,BRI
2022-09-20 23:10:30,Ari Nevermore,mau daftar brimo kesalahan sistem kode sism atau kalo gak sir2 terus aneh orang mau pakai layanan saja dipersulit hubungin cs pun cs bingung dan gabisa bantu bank bank lain terutama yang swasta saja buat daftar mbanking dipermudah dan prosesnya juga cepat ini bolak balik nyoba puluhan kali sampe 2 bulanan gagal terus bumn kalo buat aplikasi gak pernah bener bintang 1 kecewa otw pindah bank swasta saja untuk transaksi harian,1,BRI
2022-09-20 17:34:16,Martyna Sitanggang,saya sudah ikuti arahan utk rekam video selama 8 detik tp ttp saja tidak ada koneksi padahal sdh pakai wifi pindah ke data internet yg masih full dan lancar ttp saja ga bisa rekam video bahkan tiap hari ulang lebih 3 x juga ga berhasil,1,BRI
2022-09-20 17:02:03,Desi Riani,kalo ada bintang 0 saya kasih 0 kalo aplikasi belum siap mending gausah diluncurkan dulu deh masa pas perekaman 8 detik pas upload gagal terus padahal jaringan udah bagus sampai coba pakai wifi pun sama saja hasilnya zoooonk hampir 1 minggu dikerjain sama aplikasi ini,1,BRI
2022-09-20 11:54:23,Muhammad Wahyudi (Mas joedi),saat pembukaan rekening baru server error terus harus di tingkatkan lagi dan di permudah untuk prosesnya dan untuk pengiriman video verifikasi pendaftaran brimo tidaka bisa padahal sinyal full terus nohon di perbaiki untuk kenyamanan nasabah,1,BRI
2022-09-20 09:12:34,Mayong Sofi,selalu kesulitan di saat perekaman wajah 8 detik keterangannya tidak ada internet padahal di tempat saya koneksi jaringan wifi selular bagus untuk kedepannya mohon diperbaiki lagi aplikasinya supaya tidak ada bug lagi jangan alakadarnya asal ada aplikasi,1,BRI
2022-09-20 09:06:55,ROby Purba,buat aplikasi brimo untuk nasabah tu harusnya dipermudahjangan dibuat ribetsulit seperti inisaya pun mengalami saat perekaman 8 detik slalu gagalpdhal sdh sesuai arahaninternet lancarkamera hp juga jelasttp aja gagalga kaya vendor aplkasi sblahsudah mudahcepet dan g ribet kaya gini,1,BRI
2022-09-20 08:23:00,Alya Dama,username terblokirsudah di perbaiki dan di suru buat akun baru tapi tetap saja tampilannya tidak ada koneksi internet padahal jaringannya full dan lancarudah ke bank bri terdekat tetap saja tidak bisapengecekan kartu atm stoknya masih kosongterus cara untuk tarik tunai gimanagak punya kartu atmbrimo pun terblokir,1,BRI
2022-09-20 06:52:32,049_WIDYA AZZAHRA WIDODO,sudah melakukan prosuder dengan baik dan benar ketika waktu mau memasukkan nomer rekening selalu gagal padahal sudah benar dalam penulisan lalu ketika melakukan perekaman wajah selam 8 detik gagal terus tidak ada koneksi internet padahal jaringan data atau wifi semua bagus dan stabil banyak kendala dalam mendaftar brimo terima kasih,1,BRI
2022-09-19 19:33:01,Akbar Madya,pelayanan di brimo kurang memuaskan verifikasi wajah 8 detik gagal terus padahal jaringan bagus anehnya email dari bri ekyc sudah terdeteksi berhasil tapi di brimo tetap tidak bisa di akses untuk verif selanjutnya aneh tapi ini nyata,2,BRI
2022-09-19 18:59:45,Prasetio Yadistika,selalu gagal di proses ekyc direkam 8 detik pdahal udah ngikutin petunjuk udah puluhan kali nyoba selalu gagal aplikasi ribet selalu minta rekam atau foto pdhl dr pas buka rekening saja sudah diminta rekam layar dan foto selfie bad,1,BRI
2022-09-19 18:39:47,Aswatun Khasanah,tolong diperbaiki lagi apk nya saya udah melakukan perekaman 8detik sampai berkali kali ada mungkin 10kali lebih malem juga saya coba jaringan juga normal buat atm kartu nya habis mau daftar brimo juga ngga bisa terus kalau sewaktu waktu butuh bagaimana,1,BRI
2022-09-19 18:21:23,Ferry Ade suryono,rata rata gagal dalam perekamanbahkan saya dari siang sampe sore saya lakukan tapi tidak berhasilini yang harus diperbaiki tidak seperti yang diiklankansangat mudah simpelbaru daftar aja udah bikin pusing bikin emosiuninstal,1,BRI
2022-09-19 18:14:44,vivi lisa rindiani,sudah berkali kali daftar tapi hasilnya nihil dibagian perekaman 8detik pihak juga tidak bisa membantu dengan baik saya kira jaringan bermasalah ternyata emang bri yang gak bener kalo buat aplikasi tolonglah baik dan bener kendala seperti ini sangat menyulitkan nasabah malah kartu atm tidak tersedia juga di bank ribet,1,BRI
2022-09-19 18:13:17,DEE REED,seriuss jelek banget apk ini selalu gagal dibagian perekaman vidio padahal udah good semuanya koneksi oke wajah jelas suara jelas pencahayaab juga oke masiiih aja gabisa tolong lah dipermudah ga hanya satu dua orang lhotapi hampir semuanya gagal di bagian perekaman,1,BRI
2022-09-19 15:55:42,nia larasanti,knpa ya setiap mau rekam wajah yg 8 detik itu gak mau masuk padahal dirumah pakek wifi tapi tetep di bilang tidak ada koneksi internet sudah di cobak berkali tetep gak mau,3,BRI
2022-09-19 15:49:40,Ester Marina Sidabutar,susah untuk rekam video aplikasinya di evaluasi lagi deh aplikasi harusnya mempermudah bukan mempersulit berkali2 rekam video tapi gagal karena koneksi buruk padahal koneksi inrernet saya lancar jaya dan sampe ganti wifi pun tetap saja sama tidak bisa kecewa,1,BRI
2022-09-19 11:18:35,Chochun Zakaria,instal aplikasi ini brimo mulai jam 0900 sampai sekarang jam 1215 msh 85 jaringan bagus coba saya ganti pakai jaringan wifi di rumah sama saja lambat bingung jadi nya padahal kalau instal aplikasi lain palingan cuma 1mnt tolong di perbaiki apa kah ada kesalahan menginstal saja seperti ini apa lagi nanti pas ngisi pendaftaran gk bisa bayangin saya,1,BRI
2022-09-19 11:04:56,Suhe Pancher,aplikasi taiiiiijaringan sudah full anyingsimpati 4g fullwifi pun ada full masih di bilang tidak jaringan internetsusah amat pengen registrasi milik sendiri jugaud ikutin semua sarannya masih di bilang jaringan tidak tersediajangan mempersulit klo emang layanan on line tidak bisaga kaya dulu registrasi dari bank ke aplikasi tidak ada kendalabuang buang kuota ma tenagaemang semua orang ga punya kegiatantolong perbaiki klo mau membantu melalui on line,1,BRI
2022-09-19 10:47:29,Moully Christine,ini saya coba rekam video 8 detik selalu gagal padahal jaringan saya dan kuota saya juga sudah bagus sekali tetapi selalu gagal kesini ingin cari solusi tetapi melihat komentar ternyata tidak hanya saya yang gagal dalam perekaman 8 detik padahal sudah mengikuti peraturannya,1,BRI
2022-09-19 07:52:43,Sariwanto Aripin,penggunaan fitur transfer bifast terkesan dipersulit gimana enggak fitur bifast gak muncul untuk rekening yg udah tersimpan bifast baru muncul jika rek tujuan dimasukkan ulang diketik lagi saat mau transfer,4,BRI
2022-09-18 20:31:44,Warga KTPA,mohon bagi pengembang mengembalikan model aplikasi sebelum versi ini atau kalau melakukan pembaharuan tetap memperhatikan aksesibilitas bagi pembaca layar aplikasi versi terbaru sangat tidak support bagi pembaca layar bahkan tidak bisa digunakan sama sekali oleh nasabah disabilitas netra mohon bijaksananya terima kasih,1,BRI
2022-09-18 18:57:38,Hani Setiawan,pake aplikasi brimo setiap ada notifikasi sms saldo ber berkurang 500sms kadang 3 sms sampe pernah 7 sms sekali notifikasi sudah datang ke bank trdekat utk pemblokiran notifikasi sms nyatanya tetap ada notifikasinya dan saldo tetap berkurang karena notifikasi sms tsb hal ini sering terjadi tolong penjelasannya kak admin,1,BRI
